# flightline, latitude_mean, longitude_mean, elevation_mean, latitude_stdev, longitude_stdev, elevation_stdev, cloud_fraction, ndvi_mean, ndvi_stdev, dimensionality
ang20190704t223716 66.30603027 -146.32337952 120.73116302 0.00750824 0.01783275 10.07612133 0.00000000 0.78589559 0.17142941 64
ang20190704t223716 66.33953094 -146.25584412 115.99990082 0.00678044 0.01783762 9.04041481 0.00410000 0.68360215 0.28833291 55
ang20190704t223716 66.22964478 -146.44656372 114.22530365 0.00696375 0.01766750 8.26647472 0.00000000 0.62094706 0.37211326 30
ang20190704t223716 66.26200867 -146.37980652 120.46223450 0.00755591 0.01767707 10.09782505 0.00020000 0.76900721 0.18265867 36
ang20190704t223716 66.52642059 -145.94862366 132.95263672 0.00681667 0.01795361 12.28476810 0.00000000 0.80753797 0.08877297 29
ang20190704t223716 66.49331665 -146.00556946 128.23164368 0.00755822 0.01793602 12.68097878 0.00000000 0.74569529 0.25575447 31
ang20190704t223716 66.44911194 -146.07431030 123.05016327 0.00748549 0.01785120 15.18263340 0.00000000 0.81703192 0.21602771 28
ang20190704t223716 66.41717529 -146.13105774 122.17658997 0.00702941 0.01790102 7.96227121 0.00000000 0.86389709 0.05789541 17
ang20190704t223716 66.37641907 -146.19940186 117.93222809 0.00687217 0.01790077 7.21108198 0.00000000 0.85948175 0.12672321 30
ang20190704t223716 66.47206879 -146.03417969 120.87136078 0.00678659 0.01857999 11.18478489 0.00000000 0.79063594 0.22012095 60
ang20190704t223716 66.43557739 -146.10964966 123.03336334 0.00703272 0.01882949 13.46743202 0.00000000 0.86378807 0.12321002 30
ang20190704t223716 66.54912567 -145.90759277 124.56788635 0.00748539 0.01905686 14.01127625 0.00000000 0.57482451 0.41715592 29
ang20190704t223716 66.50540161 -145.98428345 127.68971252 0.00741969 0.01886407 10.00383568 0.00000000 0.80709428 0.08184106 14
ang20190704t223716 66.39443207 -146.15905762 118.39418793 0.00705835 0.01862294 6.20721102 0.00000000 0.84960520 0.60534161 28
ang20190704t223716 66.60356140 -145.82116699 126.19403839 0.00697041 0.01790496 14.16197109 0.00000000 0.39790112 0.28211144 32
ang20190704t223716 66.63562012 -145.75382996 120.13562775 0.00755795 0.01785843 9.92684746 0.00000000 0.51228732 0.24127311 29
ang20190704t223716 66.67990875 -145.69354248 121.17488861 0.00762315 0.01801094 10.60850048 0.00000000 0.47002020 0.29383057 29
ang20190704t223716 66.71243286 -145.62724304 123.73045349 0.00686196 0.01776273 8.25075912 0.00000000 0.58656037 0.23202400 26
ang20190704t223716 66.17479706 -146.52912903 125.59143829 0.00748664 0.01912703 10.41011620 0.00380000 0.68330908 0.24359795 34
ang20190704t223716 66.13064575 -146.60539246 185.68595886 0.00746348 0.01910884 14.94130898 0.12480000 0.53717780 0.28190655 43
ang20190704t223716 66.09686279 -146.65135193 195.51434326 0.00678428 0.01896180 27.51955223 0.01570000 0.64672273 0.23033373 35
ang20190704t223716 66.56349182 -145.87988281 123.51392365 0.00688729 0.01771015 14.54357910 0.00000000 0.66242820 0.28829774 30
ang20190704t223716 66.20680237 -146.48246765 114.64827728 0.00710129 0.01885461 6.59806490 0.00000000 0.75790328 0.25272143 18
ang20190704t223716 66.24812317 -146.40660095 114.70085144 0.00694696 0.01874021 9.44595432 0.00000000 0.44625190 0.50007361 31
ang20190704t223716 66.28500366 -146.35916138 123.94985199 0.00677038 0.01889228 11.36754417 0.00490000 0.69557106 0.22724074 39
ang20190704t223716 66.31840515 -146.28291321 114.50450134 0.00745948 0.01877725 7.04742622 0.00000000 0.69358689 0.29219076 35
ang20190704t223716 66.36229706 -146.23429871 114.04401398 0.00755013 0.01881604 9.06234550 0.00000000 0.69888937 0.27254474 62
ang20190716t160011 58.39857483 -111.34680939 218.13423157 0.00691890 0.01545697 5.87413788 0.00000000 0.78749192 0.11906356 26
ang20190716t160011 58.85363770 -111.37797546 214.87287903 0.00688349 0.01566483 7.26281166 0.00000000 0.86983830 0.03727137 25
ang20190716t160011 58.44472504 -111.35105896 222.72792053 0.00724744 0.01547222 7.14750433 0.00000000 0.87598556 0.12823004 28
ang20190716t160011 58.49632645 -111.35475922 218.80760193 0.00713623 0.01548545 5.90292454 0.00000000 0.91002160 0.04083942 17
ang20190716t160011 58.54331207 -111.35847473 212.00434875 0.00705396 0.01541534 2.95865512 0.00000000 0.90143907 0.02469512 23
ang20190716t160011 59.04550552 -111.39282227 212.62097168 0.00703958 0.01569657 6.89558411 0.00000000 0.86479485 0.08511578 23
ang20190716t160011 58.99795532 -111.38894653 212.73730469 0.00715285 0.01571093 7.18338919 0.00000000 0.80538583 0.16517057 37
ang20190716t160011 58.94644547 -111.38537598 225.43615723 0.00719998 0.01560871 11.74857426 0.00000000 0.85494143 0.03724336 24
ang20190716t160011 58.35106277 -111.34291077 235.94392395 0.00687874 0.01531370 5.75983620 0.00000000 0.85443223 0.03942416 22
ang20190716t160011 58.90082550 -111.38182831 221.55447388 0.00694158 0.01561146 9.62135506 0.00000000 0.85694963 0.05221669 35
ang20190716t160011 58.59080124 -111.36161041 209.84112549 0.00691712 0.01559883 3.23992634 0.00000000 0.75536662 0.20694245 48
ang20190716t160011 58.68655014 -111.36903381 212.93280029 0.00696271 0.01549875 4.94199133 0.00000000 0.88329327 0.03832256 21
ang20190716t160011 58.63572311 -111.36531067 213.64610291 0.00722227 0.01547305 2.77233505 0.00000000 0.87682647 0.04672050 23
ang20190716t160011 58.78128815 -111.37463379 215.77830505 0.00691921 0.01542054 6.49989796 0.00000000 0.89828610 0.02597577 21
ang20190716t160011 58.73494339 -111.37277222 212.23989868 0.00706969 0.01542122 4.26432037 0.00000000 0.89256525 0.02550399 22
ang20190716t160011 58.61606979 -111.36366272 212.10389709 0.00723363 0.01559411 4.10110188 0.00000000 0.86841571 0.05654912 14
ang20190716t160011 58.80708313 -111.37564087 224.46221924 0.00718188 0.01545159 14.03689861 0.00000000 0.86417508 0.05113315 23
ang20190716t160011 58.75550461 -111.37370300 212.60545349 0.00713340 0.01564440 4.79966545 0.00000000 0.90060574 0.03139959 23
ang20190716t160011 58.70906830 -111.37098694 213.37876892 0.00692718 0.01552555 5.71372509 0.00000000 0.88449609 0.03678369 22
ang20190716t160011 58.66157532 -111.36710358 214.84274292 0.00688040 0.01554373 4.66158628 0.00000000 0.89192873 0.04152529 22
ang20190716t160011 58.32562637 -111.34075928 240.80050659 0.00711417 0.01517712 5.21739769 0.00000000 0.84230751 0.02935747 21
ang20190716t160011 58.51703644 -111.35652161 218.27310181 0.00703790 0.01547161 5.48785925 0.00000000 0.92243445 0.03218398 15
ang20190716t160011 58.56444550 -111.35982513 210.96885681 0.00707732 0.01549547 3.21462560 0.00000000 0.87103516 0.06686001 26
ang20190716t160011 58.42448044 -111.34896088 213.94967651 0.00713211 0.01551314 6.23109627 0.00000000 0.47796592 0.27758566 29
ang20190716t160011 58.47023773 -111.35295105 221.20207214 0.00694313 0.01550052 6.92031717 0.00000000 0.91953987 0.04087651 15
ang20190716t160011 58.82741928 -111.37660980 217.72044373 0.00714683 0.01544906 9.53660011 0.00000000 0.88262099 0.03091593 25
ang20190716t160011 58.37510681 -111.34535980 222.04022217 0.00690610 0.01542610 5.87744331 0.00000000 0.80911070 0.06743278 22
ang20190716t160011 58.92654419 -111.38376617 232.49917603 0.00718630 0.01563191 12.46711445 0.00000000 0.85283095 0.03944518 24
ang20190716t160011 58.87593842 -111.38002777 210.85815430 0.00697638 0.01561200 6.25057125 0.00000000 0.85721320 0.05824581 22
ang20190716t160011 59.01899338 -111.39077759 213.67884827 0.00698908 0.01580946 5.46099472 0.00000000 0.88145304 0.10333530 37
ang20190716t160011 58.97174835 -111.38760376 213.85150146 0.00691395 0.01560158 5.03165436 0.00000000 0.89529610 0.02420495 20
ang20190706t210739 68.65937042 -155.43615723 408.48596191 0.00852918 0.02049354 11.36780453 0.00000000 0.90559316 0.01696798 21
ang20190706t210739 68.71156311 -155.35351562 385.77520752 0.00860250 0.02190717 14.45671368 0.00000000 0.90007317 0.01630338 23
ang20190706t210739 68.52123260 -155.65409851 525.98840332 0.00886119 0.02149073 12.00644875 0.00000000 0.86234903 0.02943998 56
ang20190706t210739 68.76360321 -155.25346375 364.60308838 0.00913870 0.02045454 8.71629333 0.00000000 0.87627637 0.02422603 23
ang20190706t210739 68.57387543 -155.57559204 486.29550171 0.00921208 0.02048356 21.41339684 0.00000000 0.83918679 0.07008051 27
ang20190706t210739 68.81844330 -155.15631104 385.73211670 0.00892818 0.02161458 38.59615707 0.00000000 0.89078176 0.05137893 52
ang20190706t210739 68.46909332 -155.75054932 571.73504639 0.00861987 0.02004701 18.64464951 0.00000000 0.85147458 0.06208118 30
ang20190706t210739 68.87491608 -155.07499695 346.46463013 0.00849120 0.02085235 51.91939163 0.00000000 0.90011394 0.03281669 22
ang20190706t210739 68.62964630 -155.48815918 474.58773804 0.00873610 0.02115698 44.10144424 0.00000000 0.90014941 0.02648305 29
ang20190706t210739 68.79699707 -155.21572876 345.24981689 0.00911093 0.02154679 17.70949173 0.00000000 0.86594188 0.06333841 22
ang20190706t210739 68.44042206 -155.78939819 604.57153320 0.00858223 0.02092716 19.73067093 0.00000000 0.84965801 0.05353217 35
ang20190706t210739 68.84889221 -155.12002563 373.28811646 0.00851956 0.02070239 23.35574341 0.00000000 0.90307021 0.01537136 26
ang20190706t210739 68.49720764 -155.71279907 549.90710449 0.00856640 0.02117098 31.50850105 0.00000000 0.85236847 0.06737295 29
ang20190706t210739 68.55349731 -155.61964417 507.87710571 0.00911903 0.02062127 12.31143761 0.00000000 0.85376912 0.03655307 18
ang20190706t210739 68.68627930 -155.38591003 421.87045288 0.00858053 0.02139680 15.88149929 0.00000000 0.90687978 0.01464338 25
ang20190706t210739 68.60744476 -155.51940918 499.67590332 0.00904445 0.02164268 14.36788940 0.00000000 0.86793947 0.04069174 14
ang20190706t210739 68.74251556 -155.29676819 373.34371948 0.00891318 0.02106455 9.83678246 0.00000000 0.88541853 0.02161513 23
ang20190715t185057 58.73569870 -111.50918579 210.10768127 0.00698541 0.01523976 3.35879564 0.00000000 0.80545753 0.08600268 35
ang20190715t185057 58.78122330 -111.51293945 215.78399658 0.00673657 0.01526273 11.21030617 0.00000000 0.83810657 0.11751332 34
ang20190715t185057 58.63887405 -111.50199890 206.10932922 0.00697313 0.01501456 0.73643428 0.00000000 0.02511859 0.19345334 21
ang20190715t185057 58.68740082 -111.50518799 210.23123169 0.00677080 0.01514993 3.99974775 0.00000000 0.51686823 0.38693038 38
ang20190715t185057 58.59333801 -111.49997711 208.47375488 0.00678093 0.01490024 3.83905458 0.00000000 0.49030548 0.31028891 33
ang20190715t185057 58.36094284 -111.48326111 226.57170105 0.00691558 0.01509939 5.44673061 0.00000000 0.75090301 0.09799543 30
ang20190715t185057 58.54821396 -111.49797821 212.48309326 0.00697021 0.01511401 3.76076460 0.00000000 0.57111102 0.30884200 61
ang20190715t185057 58.50004196 -111.49488831 216.46887207 0.00672985 0.01505043 4.48133659 0.00000000 0.68848628 0.14150773 31
ang20190715t185057 58.45122528 -111.49101257 223.60217285 0.00699080 0.01518434 6.60181236 0.00000000 0.76626503 0.15122919 24
ang20190715t185057 58.40629959 -111.48684692 225.91886902 0.00673338 0.01514802 6.81776810 0.00000000 0.80684531 0.11461669 38
ang20190715t185057 58.85132599 -111.51836395 213.04464722 0.00673782 0.01532752 6.75112724 0.00000000 0.78702825 0.08972927 41
ang20190715t185057 58.99395752 -111.53093719 222.16307068 0.00707757 0.01515228 6.86868668 0.00000000 0.81789768 0.09162392 24
ang20190715t185057 59.03910446 -111.53512573 214.24609375 0.00682171 0.01518426 3.51356196 0.00000000 0.81850427 0.08384859 18
ang20190715t185057 58.89785767 -111.52286530 213.70317078 0.00679111 0.01526206 4.56160975 0.00000000 0.80169541 0.06619914 17
ang20190715t185057 58.94306183 -111.52637482 224.02360535 0.00706525 0.01533131 6.35670042 0.00000000 0.77906787 0.11295887 21
ang20190715t185057 58.38064957 -111.48572540 228.45027161 0.00706958 0.01511400 5.14168787 0.00000000 0.76382804 0.08533926 32
ang20190715t185057 58.47645187 -111.49259949 223.12931824 0.00676055 0.01500505 8.19019222 0.00000000 0.74098235 0.12135095 31
ang20190715t185057 58.43156433 -111.48925018 223.19293213 0.00707498 0.01498403 7.63544798 0.00000000 0.78166980 0.13604371 20
ang20190715t185057 58.56842041 -111.49901581 211.53642273 0.00702513 0.01504617 3.10086870 0.00000000 0.69571358 0.19178070 42
ang20190715t185057 58.52294922 -111.49655151 212.95503235 0.00678851 0.01517453 3.44887638 0.00000000 0.54336023 0.23496436 28
ang20190715t185057 58.82630157 -111.51677704 212.21965027 0.00698179 0.01525474 5.02155161 0.00000000 0.78759027 0.12423956 37
ang20190715t185057 58.87472534 -111.52021027 219.46032715 0.00679808 0.01525198 8.09529591 0.00000000 0.78154719 0.07560199 29
ang20190715t185057 58.92328644 -111.52476501 220.90330505 0.00694265 0.01525387 7.59114838 0.00000000 0.81773758 0.10165731 32
ang20190715t185057 58.33571243 -111.48198700 229.21443176 0.00675264 0.01519359 8.01344967 0.00000000 0.73285890 0.15685557 34
ang20190715t185057 58.96820068 -111.52890015 219.01374817 0.00674954 0.01512755 8.82225323 0.00000000 0.66263533 0.19734110 30
ang20190715t185057 59.01344299 -111.53293610 215.68739319 0.00698637 0.01522646 6.53446484 0.00000000 0.81807107 0.09813951 20
ang20190715t185057 58.66402435 -111.50312805 206.26776123 0.00677623 0.01520570 1.55743742 0.00000000 -0.00512744 0.22351415 33
ang20190715t185057 58.71043777 -111.50738525 212.41458130 0.00677421 0.01517964 4.22967720 0.00000000 0.83757108 0.07209384 39
ang20190715t185057 58.75550461 -111.51104736 210.77255249 0.00710152 0.01511287 3.14472890 0.00000000 0.81595135 0.09275133 34
ang20190715t185057 58.80644226 -111.51497650 217.76483154 0.00704408 0.01529080 7.00432920 0.00000000 0.78838968 0.13493319 29
ang20190715t185057 58.61909485 -111.50093842 206.39697266 0.00702163 0.01502796 1.33812690 0.00000000 0.08962257 0.33309367 35
ang20190707t005706 70.30017853 -157.17156982 20.53318214 0.00737527 0.01150745 5.39408207 0.00000000 0.68716335 0.31799942 31
ang20190707t005706 70.46427155 -156.90159607 22.01055527 0.00614947 0.01453798 4.66761589 0.00000000 0.52917600 0.51429152 32
ang20190707t005706 70.42672729 -156.98898315 24.43461037 0.00730725 0.01413669 7.50228214 0.00000000 0.15515377 0.67831951 22
ang20190707t005706 70.37751007 -157.03533936 17.77065849 0.00684525 0.01408675 6.02791786 0.00000000 0.52839988 0.45615566 25
ang20190707t005706 70.33736420 -157.12023926 20.24440384 0.00622684 0.01317561 6.05629969 0.00000000 -0.02684566 0.66429114 38
ang20190707t005706 70.52764893 -156.81053162 15.62207985 0.00612938 0.01017127 4.31594086 0.00000000 0.45792788 0.55797100 23
ang20190707t005706 70.65400696 -156.61758423 11.26103783 0.00611175 0.01386538 2.34273481 0.00000000 0.51385325 0.42284387 18
ang20190707t005706 70.69270325 -156.52963257 9.38712692 0.00710193 0.01453348 2.06646490 0.00000000 0.13457598 0.59070581 28
ang20190707t005706 70.56694031 -156.74781799 9.81297779 0.00694849 0.01080742 1.54459250 0.00000000 0.24693437 0.58091325 23
ang20190707t005706 70.61631775 -156.66981506 12.13717937 0.00731389 0.01205631 3.20810890 0.00000000 0.78930110 0.24516635 21
ang20190707t005706 70.50385284 -156.85549927 21.62436676 0.00690261 0.01448319 4.42639542 0.00000000 0.30193347 0.62601256 24
ang20190707t005706 70.55325317 -156.76733398 10.38249397 0.00730843 0.01446068 1.12999892 0.00000000 -0.18816787 0.60062629 39
ang20190707t005706 70.59076691 -156.72044373 13.19485950 0.00612413 0.01450166 8.26500225 0.00000000 0.24634378 0.59957945 26
ang20190707t005706 70.62990570 -156.63276672 9.90079117 0.00703626 0.01385403 1.92527020 0.00000000 0.72525215 0.22202736 25
ang20190707t005706 70.67935944 -156.58073425 9.73219681 0.00727839 0.01212705 1.55397129 0.00000000 0.56372857 0.38214231 22
ang20190707t005706 70.31441498 -157.13442993 17.75504112 0.00669964 0.01422350 5.92825842 0.00000000 0.30574730 0.55426556 38
ang20190707t005706 70.40110779 -157.00425720 22.87708473 0.00619727 0.01270663 4.15548706 0.00000000 0.67414242 0.40490404 23
ang20190707t005706 70.36345673 -157.08807373 18.73696136 0.00732211 0.01374179 3.60375834 0.00000000 -0.09060653 0.66261202 26
ang20190707t005706 70.48999023 -156.87634277 22.69919968 0.00729874 0.01027427 5.18890619 0.00000000 0.70262903 0.37172288 22
ang20190707t005706 70.44053650 -156.94998169 21.99427795 0.00692748 0.01090766 8.09682369 0.00000000 -0.13490447 0.60513604 23
ang20190802t220708 68.96793365 -103.99569702 53.10621262 0.00698874 0.01882253 9.30148792 0.00000000 0.43670234 0.38018075 38
ang20190802t220708 68.99310303 -104.11203766 53.03566742 0.00783330 0.01902443 7.61405420 0.00000000 0.47471249 0.36957172 22
ang20190802t220708 69.00722504 -104.22850800 58.13973236 0.00773569 0.01893734 8.94648552 0.00000000 0.57273102 0.21197286 43
ang20190802t220708 69.03168488 -104.34493256 47.76375961 0.00704517 0.01898259 11.97092533 0.00000000 0.49327788 0.32301855 42
ang20190802t220708 68.94359589 -103.87904358 57.31517029 0.00778467 0.01894189 10.64490700 0.00000000 0.55437899 0.28410661 21
ang20190802t220708 68.92942810 -103.76293945 80.20529938 0.00779380 0.01906094 8.84857559 0.00000000 0.58582050 0.23436595 22
ang20190802t220708 68.90419769 -103.64724731 68.64508057 0.00696050 0.01891540 6.09036779 0.00000000 0.41665819 0.36339870 43
ang20190802t220708 69.14257050 -104.99195099 11.83212280 0.00764666 0.01922710 3.19648337 0.00000000 0.41280812 0.30154896 38
ang20190802t220708 69.20369720 -105.34698486 47.22947311 0.00777949 0.01908873 10.79020405 0.00000000 0.62735099 0.14520063 29
ang20190802t220708 69.22989655 -105.46617126 37.83673859 0.00742770 0.01935786 11.41117191 0.00000000 0.12419827 0.47472221 30
ang20190802t220708 69.16894531 -105.11057281 16.72470856 0.00747889 0.01908381 5.72454882 0.00000000 0.44891933 0.31110504 23
ang20190802t220708 69.18716431 -105.22837830 55.47662354 0.00692189 0.01930034 12.36329937 0.00000000 0.50392616 0.17994304 52
ang20190802t220708 69.05587769 -104.46212006 57.49053192 0.00771930 0.01900211 14.03904533 0.00000000 0.53635919 0.16600423 23
ang20190802t220708 69.09417725 -104.69669342 27.29078102 0.00694773 0.01915764 4.86832619 0.00000000 0.27866799 0.40362355 22
ang20190802t220708 69.07007599 -104.57884216 36.93593216 0.00771496 0.01913437 6.07174778 0.00000000 0.44831225 0.30625090 23
ang20190802t220708 69.13215637 -104.93277740 11.94667435 0.00781610 0.01913792 3.89999747 0.00000000 0.43392232 0.27650309 24
ang20190802t220708 69.11852264 -104.81452942 25.36692619 0.00776319 0.01906748 7.85692263 0.00000000 0.43808421 0.29623055 24
ang20190802t220708 69.15616608 -105.05073547 13.48243141 0.00692247 0.01923024 4.99463224 0.00000000 0.38073897 0.36044195 35
ang20190802t220708 69.18000793 -105.16919708 24.70794487 0.00785233 0.01907537 8.79482365 0.00000000 0.38499019 0.36158133 38
ang20190802t220708 69.19353485 -105.28762817 62.20924377 0.00777691 0.01915274 11.82142735 0.00000000 0.43887705 0.26324987 28
ang20190802t220708 69.21698761 -105.40613556 42.71258163 0.00697693 0.01915115 12.50559902 0.00000000 0.58401912 0.25593182 19
ang20190802t220708 69.24118805 -105.52581024 35.42555237 0.00791320 0.01932173 10.19852352 0.00000000 0.14307854 0.51888293 47
ang20190802t220708 69.04531097 -104.40339661 44.05310440 0.00754055 0.01884551 14.01032448 0.00000000 0.51557034 0.25559902 29
ang20190802t220708 69.12500000 -104.87366486 19.78917122 0.00694634 0.01911408 5.00987673 0.00000000 0.38488731 0.32386675 37
ang20190802t220708 69.10759735 -104.75569916 30.87653160 0.00763682 0.01919851 7.36520290 0.00000000 0.47569424 0.26668578 22
ang20190802t220708 69.08129883 -104.63771820 32.12131500 0.00747179 0.01896810 7.16473961 0.00000000 0.22591057 0.43431002 19
ang20190802t220708 69.06287384 -104.52033997 48.70925903 0.00695196 0.01916745 7.55936909 0.00000000 0.49424130 0.21820001 25
ang20190802t220708 69.00011444 -104.17019653 51.57268524 0.00699806 0.01901514 8.48786545 0.00000000 0.59790289 0.24873085 24
ang20190802t220708 69.01799011 -104.28655243 49.46759033 0.00763102 0.01906164 7.21931648 0.00000000 0.50486737 0.31712469 25
ang20190802t220708 68.95462799 -103.93756104 57.72446060 0.00766294 0.01885810 7.02710772 0.00000000 0.50245112 0.28742763 27
ang20190802t220708 68.98191071 -104.05419922 50.16287994 0.00761091 0.01888545 5.27229404 0.00000000 0.44272923 0.39324054 29
ang20190802t220708 68.93699646 -103.82087708 69.66432190 0.00698087 0.01900582 12.52565193 0.00000000 0.64669919 0.17465313 18
ang20190802t220708 68.91736603 -103.70484161 76.62519073 0.00737832 0.01886155 8.53265762 0.00000000 0.59536064 0.26170602 47
ang20190802t220708 68.89012909 -103.58996582 53.76903915 0.00777214 0.01891159 12.18266296 0.00000000 0.52844757 0.17531797 21
ang20190713t020943 70.23801422 -150.96298218 13.06946754 0.00801773 0.02302882 4.84062195 0.00000000 0.39575797 0.57887417 45
ang20190713t020943 70.37253571 -151.05897522 15.23271847 0.00719381 0.02284058 7.28579330 0.00000000 0.54456848 0.47761872 26
ang20190713t020943 70.07140350 -150.84642029 16.59285355 0.00777165 0.02321712 8.68362141 0.00000000 0.72555286 0.36930802 41
ang20190713t020943 70.41884613 -151.09960938 11.83294868 0.00751099 0.02348569 3.00795746 0.00000000 0.25300822 0.38485166 39
ang20190713t020943 70.12263489 -150.87420654 15.52697468 0.00719967 0.02250887 10.40580082 0.00000000 0.71280420 0.40963796 27
ang20190713t020943 70.27898407 -150.99356079 11.51427650 0.00679825 0.02266862 3.33958340 0.00000000 0.42358828 0.54004306 27
ang20190713t020943 70.16910553 -150.90126038 18.43463135 0.00749339 0.02327892 10.15543270 0.00000000 0.40761194 0.56541127 50
ang20190713t020943 70.32096100 -151.01969910 12.99204445 0.00777840 0.02352425 5.78577614 0.00000000 0.34999838 0.51722366 46
ang20190713t020943 70.20905304 -150.94271851 13.55446434 0.00711208 0.02260258 5.46968126 0.00000000 0.58903247 0.43993536 23
ang20190713t020943 70.25382996 -150.98037720 14.50663567 0.00734206 0.02322214 7.22209024 0.00000000 0.55675495 0.54828537 24
ang20190713t020943 70.13918304 -150.88752747 16.87284088 0.00786330 0.02290004 15.11343384 0.00000000 0.60667342 0.68254805 23
ang20190713t020943 70.30571747 -151.00674438 11.89305782 0.00769095 0.02267802 4.45241594 0.00000000 0.53760612 0.51914394 45
ang20190713t020943 70.18795013 -150.91996765 18.58745575 0.00684546 0.02305441 16.54077148 0.00000000 0.45324004 0.55423021 50
ang20190713t020943 70.34842682 -151.03819275 15.84972858 0.00692244 0.02321402 6.32412004 0.00000000 0.55719268 0.49982271 28
ang20190713t020943 70.38877869 -151.08042908 13.25755596 0.00787865 0.02314286 5.21879101 0.00000000 0.44182059 0.52310753 52
ang20190713t020943 70.09883881 -150.86192322 15.57029057 0.00688551 0.02299150 7.84799528 0.00000000 0.63934439 0.66909862 24
ang20190713t020943 70.43778992 -151.11434937 6.81502104 0.00689083 0.02306613 5.92558956 0.00000000 0.02082845 0.29543713 20
ang20190715t180405 58.50054550 -111.63760376 213.83129883 0.00674485 0.01507735 4.03083897 0.00000000 0.80644608 0.08068253 28
ang20190715t180405 58.54968643 -111.64127350 211.06900024 0.00699257 0.01516967 2.68539572 0.00000000 0.83149326 0.09236965 37
ang20190715t180405 58.40695572 -111.62936401 228.32037354 0.00680218 0.01512026 5.81631136 0.00000000 0.81766367 0.08546178 43
ang20190715t180405 58.45238876 -111.63347626 222.83062744 0.00694555 0.01503575 4.75580168 0.00000000 0.83652234 0.07337452 39
ang20190715t180405 58.36212540 -111.62660980 223.32112122 0.00699526 0.01493750 5.37395239 0.00000000 0.81687713 0.07009087 43
ang20190715t180405 58.92450714 -111.67633820 218.04704285 0.00708263 0.01510355 7.50046301 0.00000000 0.80480081 0.11722150 22
ang20190715t180405 58.87538147 -111.67216492 216.03665161 0.00674617 0.01507780 8.05143261 0.00000000 0.87157834 0.04824376 26
ang20190715t180405 58.59459305 -111.64510345 209.23803711 0.00671392 0.01511389 2.90927219 0.00000000 0.65352327 0.15536484 59
ang20190715t180405 59.01486206 -111.68503571 224.21014404 0.00695772 0.01520743 3.25334787 0.00000000 0.81453806 0.05348583 16
ang20190715t180405 58.96936798 -111.68150330 224.98657227 0.00675822 0.01516335 5.93207264 0.00000000 0.71240783 0.09319571 28
ang20190715t180405 58.78189468 -111.66298676 206.13578796 0.00681934 0.01502661 0.76373196 0.00000000 0.44035977 0.29913455 30
ang20190715t180405 58.73692322 -111.65821075 210.41455078 0.00698055 0.01509749 4.37636232 0.00000000 0.83652735 0.10816050 36
ang20190715t180405 58.68795776 -111.65384674 211.65882874 0.00676968 0.01509676 3.87837505 0.00000000 0.81695437 0.05935230 20
ang20190715t180405 58.63994217 -111.64939117 211.58004761 0.00692737 0.01502927 3.07033730 0.00000000 0.79976863 0.05814721 39
ang20190715t180405 58.82720184 -111.66773987 215.18322754 0.00695263 0.01501174 7.97722387 0.00000000 0.86881375 0.05461384 32
ang20190715t180405 59.04028702 -111.68672180 226.58239746 0.00682607 0.01502202 3.04964972 0.00000000 0.78958285 0.06385402 26
ang20190715t180405 58.99491882 -111.68370056 223.13937378 0.00703819 0.01514586 4.01551533 0.00000000 0.78641772 0.06232755 27
ang20190715t180405 58.94404221 -111.67878723 222.51797485 0.00706907 0.01504353 7.64247608 0.00000000 0.67151964 0.14760678 23
ang20190715t180405 58.62006760 -111.64714050 211.03764343 0.00705323 0.01516273 3.27971292 0.00000000 0.74182236 0.15531991 38
ang20190715t180405 58.89924240 -111.67427826 218.09002686 0.00675974 0.01495406 7.29348564 0.00000000 0.84579170 0.10059471 30
ang20190715t180405 58.71179962 -111.65599823 210.43711853 0.00682867 0.01510515 3.73707676 0.00000000 0.85418379 0.04834690 36
ang20190715t180405 58.85292435 -111.66960907 218.05329895 0.00678157 0.01508105 6.41673517 0.00000000 0.87276697 0.05456165 40
ang20190715t180405 58.66531372 -111.65164948 212.27580261 0.00675323 0.01510494 3.21955490 0.00000000 0.81153148 0.05535917 29
ang20190715t180405 58.80744934 -111.66503906 209.03315735 0.00705497 0.01501447 2.54809642 0.00000000 0.81948739 0.08099007 38
ang20190715t180405 58.75664520 -111.66042328 206.78619385 0.00705117 0.01500408 2.53071475 0.00000000 0.16260186 0.29340407 24
ang20190715t180405 58.43258667 -111.63146210 224.90953064 0.00706083 0.01497846 5.44873142 0.10940000 0.65156138 0.25195128 73
ang20190715t180405 58.47806168 -111.63549042 219.11090088 0.00676738 0.01504890 6.28578711 0.00000000 0.85840577 0.05203151 33
ang20190715t180405 58.52406693 -111.63884735 211.19465637 0.00676536 0.01512789 2.83711505 0.00000000 0.74488580 0.09991971 20
ang20190715t180405 58.56906891 -111.64321136 210.07934570 0.00708160 0.01514548 2.64039159 0.00000000 0.81216055 0.10035843 57
ang20190715t180405 58.38168716 -111.62736511 224.50459290 0.00701312 0.01509878 6.40228701 0.00000000 0.81942576 0.06098646 23
ang20190715t180405 58.33705139 -111.62553406 225.23147583 0.00677108 0.01478810 5.01208878 0.00000000 0.78027517 0.06672616 30
ang20190727t231958 69.55727386 -139.09123230 0.00000000 0.00651978 0.01671665 0.00000000 0.00000000 0.68525964 0.03886748 19
ang20190727t231958 69.61263275 -138.87309265 0.00000000 0.00566426 0.01574465 0.00000000 0.00000000 -0.41383335 0.18984632 17
