# flightline, latitude_mean, longitude_mean, elevation_mean, latitude_stdev, longitude_stdev, elevation_stdev, cloud_fraction, ndvi_mean, ndvi_stdev, dimensionality
ang20190718t215100 60.83860016 -114.39838409 219.43844604 0.00695497 0.01438409 4.97875500 0.00000000 0.73850888 0.06857247 34
ang20190718t215100 60.72168732 -114.87306213 232.95516968 0.00692627 0.01398275 3.90264773 0.00000000 0.71280873 0.06998204 26
ang20190718t215100 60.91236115 -114.10393524 190.17895508 0.00688866 0.01454132 4.98620844 0.00000000 0.80283010 0.04370296 13
ang20190718t215100 60.69823074 -114.95719910 234.24307251 0.00735909 0.01380533 5.32993126 0.00000000 0.69506437 0.12568560 28
ang20190718t215100 60.93475723 -114.01049042 172.43505859 0.00715461 0.01454612 5.98725319 0.00000000 0.77996600 0.05755977 16
ang20190718t215100 60.87207413 -114.26881409 205.09936523 0.00716571 0.01445795 4.99758148 0.00000000 0.75527555 0.05399213 25
ang20190718t215100 60.68149185 -115.04139709 239.95472717 0.00735919 0.01387630 5.57482672 0.00000000 0.71814394 0.15045929 23
ang20190718t215100 60.88944244 -114.18656158 195.69175720 0.00725172 0.01392746 6.31824589 0.00000000 0.76449901 0.14787406 57
ang20190718t215100 60.84961319 -114.36284637 217.28273010 0.00696669 0.01452590 5.12772655 0.00000000 0.74005628 0.06580893 26
ang20190718t215100 60.74539948 -114.78443909 236.31904602 0.00727141 0.01396825 4.10148668 0.00000000 0.69826359 0.14617433 28
ang20190718t215100 60.80915451 -114.52667236 229.47502136 0.00725167 0.01418196 3.02054501 0.00000000 0.74013722 0.05290435 28
ang20190718t215100 60.82623672 -114.44338989 225.62876892 0.00721323 0.01386749 5.82686567 0.00000000 0.72763556 0.11017412 32
ang20190718t215100 60.76237488 -114.70026398 237.89819336 0.00732143 0.01384851 3.73471928 0.00000000 0.73947042 0.05703769 25
ang20190718t215100 60.78594208 -114.61900330 233.63595581 0.00692007 0.01431453 2.88794398 0.00000000 0.71545202 0.13491987 29
ang20190712t213356 71.21973419 -156.73683167 13.94159222 0.00717080 0.02398068 2.96669602 0.00000000 0.53139496 0.26708138 26
ang20190712t213356 71.25485992 -156.64447021 12.99966812 0.00783344 0.02439772 2.62154913 0.00000000 0.64039141 0.17735204 25
ang20190712t213356 71.18354034 -156.81420898 12.77738762 0.00776513 0.02332192 2.27413392 0.00000000 0.57694852 0.29141054 25
ang20190712t213356 71.19608307 -156.76751709 15.70582390 0.00809886 0.02434669 2.64050102 0.00000000 0.63098860 0.15069641 26
ang20190712t213356 71.24280548 -156.69216919 13.57730961 0.00819825 0.02354469 2.45668697 0.00000000 0.39825964 0.35047516 26
ang20190801t151711 69.07688141 -104.61070251 33.67140198 0.00798264 0.01937674 7.46705294 0.00000000 0.26382735 0.54220200 26
ang20190801t151711 69.16480255 -105.08121490 14.77518559 0.00735367 0.01929613 5.48521376 0.00000000 0.44638497 0.48535454 23
ang20190801t151711 69.13896942 -104.96340942 11.37611294 0.00800269 0.01924542 3.13562107 0.00000000 0.59053284 0.38415202 27
ang20190801t151711 69.12338257 -104.84542084 22.01266861 0.00732629 0.01921400 6.48359966 0.00000000 0.39268151 0.45605958 26
ang20190801t151711 69.10337830 -104.72814178 30.28031540 0.00752850 0.01911364 6.74335766 0.00000000 0.56869924 1.72928083 29
ang20190801t151711 68.98977661 -104.08388519 53.37750626 0.00807048 0.01912470 6.88661194 0.00000000 0.48028097 0.39895928 27
ang20190801t151711 69.05280304 -104.43469238 52.40693665 0.00799115 0.01915392 14.92044830 0.00000000 0.44598433 0.30290768 29
ang20190801t151711 69.06709290 -104.55209351 40.83579254 0.00768190 0.01917970 6.52103901 0.00000000 0.44970533 0.34441754 31
ang20190801t151711 69.00439453 -104.20001221 58.48055649 0.00762185 0.01936231 9.32803059 0.00000000 0.51166648 0.30083179 25
ang20190801t151711 69.02772522 -104.31726074 52.21359634 0.00716779 0.01892403 11.80581760 0.00000000 0.39360085 0.43641558 26
ang20190801t151711 68.96420288 -103.96724701 56.20493698 0.00723349 0.01898847 7.19369698 0.00000000 0.39028212 0.43619424 26
ang20190801t151711 68.94115448 -103.85140991 63.55230713 0.00754917 0.01900356 12.04849243 0.00000000 0.56337327 0.34610218 32
ang20190801t151711 68.92604065 -103.73602295 81.71199036 0.00807560 0.01885678 8.27406597 0.00000000 0.63980037 0.25711942 29
ang20190801t151711 68.89933777 -103.62055206 65.98775482 0.00733338 0.01899391 6.66577625 0.00000000 0.40145156 0.41011426 46
ang20190801t151711 68.91262817 -103.67824554 72.83386230 0.00717911 0.01918301 8.11950874 0.00000000 0.45228368 0.47812328 25
ang20190801t151711 68.88639069 -103.56242371 41.48490143 0.00804619 0.01907145 9.67881298 0.00000000 0.48563993 0.31315207 27
ang20190801t151711 68.95072174 -103.90980530 57.53632355 0.00801516 0.01913696 9.45565605 0.00000000 0.53254509 0.29008219 23
ang20190801t151711 68.93484497 -103.79446411 76.39392090 0.00739131 0.01909515 10.00480461 0.00000000 0.63589978 0.25179285 25
ang20190801t151711 69.09030151 -104.66887665 27.94698524 0.00711241 0.01927868 5.47958660 0.00000000 0.06724699 0.56314719 33
ang20190801t151711 69.12930298 -104.90489960 15.37159538 0.00765112 0.01929512 5.02825737 0.00000000 0.65525967 6.34949350 27
ang20190801t151711 69.11518097 -104.78689575 29.72082901 0.00806497 0.01936100 7.47141266 0.00000000 0.50634634 0.35678443 28
ang20190801t151711 69.17691803 -105.14031219 20.75966644 0.00805965 0.01917681 6.90290928 0.00000000 0.26920527 0.52640015 31
ang20190801t151711 69.15204620 -105.02246094 12.66657543 0.00712260 0.01945019 4.13646269 0.00000000 0.43687066 0.48742038 35
ang20190801t151711 68.97727203 -104.02621460 50.53871918 0.00737285 0.01914709 8.53211594 0.00000000 0.24549881 0.55934745 48
ang20190801t151711 68.99819946 -104.14183807 49.01543045 0.00730377 0.01912128 6.06967258 0.00000000 0.41041639 0.49617952 27
ang20190801t151711 69.01407623 -104.25834656 53.97203827 0.00796312 0.01924453 7.67821264 0.00000000 0.48872355 0.36957666 25
ang20190801t151711 69.04079437 -104.37567139 39.57407761 0.00747717 0.01915494 8.60369205 0.00000000 0.28816405 0.50355321 28
ang20190801t151711 69.06092834 -104.49320221 52.76767349 0.00734268 0.01925290 10.40001774 0.00000000 0.44237369 0.30151033 29
ang20190802t205934 69.00816345 -103.62291718 61.97174454 0.00796773 0.01892652 8.75631428 0.00000000 0.47727934 0.26761195 51
ang20190802t205934 68.99369049 -103.50640106 77.11654663 0.00787052 0.01911684 9.15161037 0.00000000 0.47377169 0.21430077 24
ang20190802t205934 69.29795074 -105.21054840 79.82965851 0.00798851 0.01919878 11.71353436 0.00000000 0.47851700 0.23063029 27
ang20190802t205934 69.31365204 -105.32996368 77.14997864 0.00719098 0.01933409 13.13996124 0.00000000 0.49473199 0.27462539 22
ang20190802t205934 69.25188446 -104.97322845 38.23961639 0.00728470 0.01932028 10.10186863 0.00000000 0.47679985 0.22654128 25
ang20190802t205934 69.03333282 -103.73933411 60.24093628 0.00708978 0.01900375 7.72306108 0.00000000 0.46289596 0.28215665 42
ang20190802t205934 69.27172852 -105.09134674 46.51943588 0.00737198 0.01956335 10.43878174 0.00000000 0.42034444 0.30811357 44
ang20190802t205934 69.05753326 -103.85564423 58.79764557 0.00770273 0.01922720 7.80552530 0.00000000 0.29800719 0.38092852 23
ang20190802t205934 69.23667145 -104.85469818 14.48482800 0.00809391 0.01916912 4.31600571 0.00000000 0.43731475 0.29363760 24
ang20190802t205934 69.07230377 -103.97209167 52.38432693 0.00798464 0.01911123 6.46716309 0.00000000 0.34677008 0.38011798 24
ang20190802t205934 69.09783173 -104.08853912 48.64291382 0.00715121 0.01922079 9.75964069 0.00000000 0.50176662 0.22796410 21
ang20190802t205934 69.12090302 -104.20560455 33.99844742 0.00763965 0.01913779 8.11388397 0.00000000 0.49590161 0.22310348 23
ang20190802t205934 69.18372345 -104.55899811 29.50920677 0.00758190 0.01923393 10.57954121 0.00000000 0.50005102 0.13494450 23
ang20190802t205934 69.16107178 -104.44055939 19.83142662 0.00708664 0.01939321 6.52568913 0.00000000 0.44243070 0.20373723 24
ang20190802t205934 69.22311401 -104.79538727 20.09145737 0.00706350 0.01934660 7.33705997 0.00000000 0.41436830 0.26062265 22
ang20190802t205934 69.19813538 -104.67677307 17.82120705 0.00798140 0.01926048 6.94419813 0.00000000 0.43685406 0.21906178 23
ang20190802t205934 69.13560486 -104.32274628 47.72969818 0.00796845 0.01914418 6.91781855 0.00000000 0.44074181 0.19510840 24
ang20190802t205934 69.21019745 -104.73611450 15.74291706 0.00739898 0.01929913 5.38154364 0.00000000 0.32044667 0.27569917 25
ang20190802t205934 69.18968964 -104.61807251 20.72096062 0.00731470 0.01931721 7.57404852 0.00000000 0.42723930 0.24327114 74
ang20190802t205934 69.17432404 -104.50005341 20.12683296 0.00798315 0.01935111 9.24665928 0.00000000 0.43382066 0.24868900 26
ang20190802t205934 69.14805603 -104.38159943 36.88112640 0.00727257 0.01931533 12.54894924 0.00000000 0.45986173 0.17691149 39
ang20190802t205934 69.12702179 -104.26420593 43.39036560 0.00721978 0.01920686 6.06608772 0.00000000 0.45940048 0.21135895 38
ang20190802t205934 69.00060272 -103.56479645 72.71405792 0.00705282 0.01939826 8.52710915 0.00000000 0.53139406 0.16002612 25
ang20190802t205934 68.98283386 -103.44808960 54.86242676 0.00774083 0.01891777 11.19963074 0.00000000 0.53030050 0.19049810 31
ang20190802t205934 69.02037811 -103.68124390 56.11638641 0.00739504 0.01910400 7.02319860 0.00000000 0.45162755 0.31009045 23
ang20190802t205934 69.26004791 -105.03226471 46.23244858 0.00793717 0.01935202 8.47063541 0.00000000 0.39777848 0.30536288 31
ang20190802t205934 69.28505707 -105.15139008 71.27970886 0.00717967 0.01932208 8.21254158 0.00000000 0.44260839 0.23551226 49
ang20190802t205934 69.30767059 -105.26947784 76.06633759 0.00769997 0.01939631 13.49983978 0.00000000 0.50701392 0.22892796 21
ang20190802t205934 69.32127380 -105.38936615 72.69043732 0.00798006 0.01933516 11.83477783 0.00000000 0.47939980 0.27702847 26
ang20190802t205934 69.08457184 -104.02999878 49.57485962 0.00733063 0.01910675 10.24267578 0.00000000 0.40943348 0.30291259 37
ang20190802t205934 69.11144257 -104.14716339 41.39716721 0.00797664 0.01927612 8.87845135 0.00000000 0.49730113 0.21179847 23
ang20190802t205934 69.24612427 -104.91363525 23.58333588 0.00764057 0.01912183 6.78768301 0.00000000 0.53788686 0.17184000 29
ang20190802t205934 69.04761505 -103.79788971 57.02979279 0.00795693 0.01911756 6.41065550 0.00000000 0.33584818 0.34831285 23
ang20190802t205934 69.06397247 -103.91362762 57.13178635 0.00717031 0.01932365 7.25218344 0.00000000 0.17608486 0.39542463 44
ang20190710t010938 64.89431000 -163.78244019 84.36801910 0.00757933 0.02033813 29.85850143 0.00000000 0.90153313 0.08702193 28
ang20190710t010938 64.85697174 -163.73736572 61.58417511 0.00762032 0.01993686 26.54146767 0.00000000 0.91010565 0.04269216 27
ang20190710t010938 64.81304169 -163.66302490 50.32659149 0.00740453 0.01972224 37.86290741 0.00000000 0.90303320 0.05914085 33
ang20190710t010938 64.87538147 -163.75614929 54.93746948 0.00736310 0.01896668 17.85929871 0.00000000 0.89389706 0.05745160 25
ang20190710t010938 64.83239746 -163.70516968 43.14497757 0.00753254 0.01909902 17.76761436 0.00000000 0.89941424 0.04245545 25
ang20190705t214942 64.90949249 -147.87184143 188.84399414 0.00754762 0.01692094 16.77232552 0.00000000 0.89677793 0.09193163 19
ang20190705t214942 64.93609619 -147.76983643 212.94673157 0.00766466 0.01872473 27.90838432 0.00000000 0.90791994 0.05978917 20
ang20190705t214942 64.92533875 -147.82829285 199.28523254 0.00809793 0.01751639 19.49461746 0.00000000 0.90640634 0.08577321 18
ang20190705t214942 64.94551849 -147.73825073 226.92504883 0.00814354 0.01810683 34.76477051 0.00000000 0.86478037 0.18241009 26
ang20190705t214942 64.89440155 -147.90882874 174.90118408 0.00785718 0.01810211 9.71052933 0.00010000 0.90156317 0.07587603 42
ang20190725t230307 68.94322205 -134.61778259 12.11252499 0.00723548 0.01877986 6.72545528 0.00000000 0.56546170 0.52454907 61
ang20190725t230307 68.96643829 -134.49615479 28.24473190 0.00622931 0.01882917 12.94058704 0.00000000 0.51281577 0.47396985 27
ang20190725t230307 68.99044037 -134.37429810 28.27029419 0.00734795 0.01883684 12.95737839 0.00000000 0.81157178 0.27353251 22
ang20190725t230307 69.00315857 -134.25213623 26.77678490 0.00690828 0.01903069 8.83610344 0.00000000 0.70206594 0.38960221 25
ang20190725t230307 68.93068695 -134.73988342 11.10949612 0.00731216 0.01900181 6.10148525 0.00000000 0.54947770 0.48740542 31
ang20190725t230307 68.82219696 -135.34170532 11.29944324 0.00725451 0.01947243 13.09797382 0.00000000 0.45781913 0.32748076 30
ang20190725t230307 68.87004089 -135.10260010 9.26376915 0.00722638 0.01953101 5.25110149 0.00000000 0.65267038 0.31521687 17
ang20190725t230307 68.84686279 -135.22294617 14.23246098 0.00625789 0.01955674 13.01247311 0.00000000 0.54205966 0.26446065 29
ang20190725t230307 68.90683746 -134.86083984 5.88553619 0.00614388 0.01943274 5.68759537 0.00000000 0.63565934 0.39026645 34
ang20190725t230307 68.88313293 -134.98236084 12.31344223 0.00722291 0.01942702 9.50096035 0.00000000 0.64425653 0.30655307 28
ang20190725t230307 68.72351074 -135.92898560 6.89596891 0.00629698 0.01869906 2.76380324 0.00000000 0.63758123 0.23408154 25
ang20190725t230307 69.03688812 -134.07192993 46.37056351 0.00633187 0.01905480 3.10993671 0.00000000 0.75269490 0.32423180 21
ang20190725t230307 69.07071686 -133.82972717 4.70958757 0.00725033 0.01921757 2.48556161 0.00000000 0.55933982 0.51183242 25
ang20190725t230307 68.78572845 -135.57769775 5.00000000 0.00629998 0.01873580 0.00000000 0.00000000 -0.00770970 0.01821608 8
ang20190725t230307 69.05826569 -133.95117188 45.41528320 0.00702951 0.01905609 4.73830318 0.00000000 0.51646584 0.52761853 28
ang20190725t230307 68.80850983 -135.46003723 7.62778997 0.00697073 0.01923728 6.66484499 0.00000000 0.66973191 0.12352186 25
ang20190725t230307 69.11675262 -133.58578491 5.16013336 0.00727500 0.01936659 3.73384118 0.00000000 0.51220608 0.53698838 23
ang20190725t230307 68.74659729 -135.81231689 5.97912359 0.00695193 0.01872345 2.05582190 0.00000000 0.49080470 0.32167065 27
ang20190725t230307 69.09387207 -133.70779419 16.49221992 0.00620058 0.01932625 33.06301117 0.00000000 0.51758009 0.51676911 31
ang20190725t230307 68.76033020 -135.69514465 5.38958693 0.00731077 0.01882495 1.23816895 0.00000000 0.22210874 0.29937854 31
ang20190725t230307 68.71058655 -135.99256897 8.39205647 0.00647476 0.01890952 3.45443916 0.00000000 0.64983368 0.20394120 25
ang20190725t230307 68.83366394 -135.27102661 8.57408237 0.00665022 0.01956796 6.97116852 0.00000000 0.50545198 0.32523814 26
ang20190725t230307 68.91982269 -134.79325867 13.28742313 0.00693303 0.01922062 8.13830185 0.00000000 0.35771713 0.44025108 61
ang20190725t230307 68.89398956 -134.91271973 15.30808449 0.00681653 0.01935278 11.06275558 0.00000000 0.56234688 0.40466866 29
ang20190725t230307 68.87570953 -135.03184509 27.61412239 0.00629015 0.01952473 36.64131927 0.00000000 0.45117715 0.35231143 29
ang20190725t230307 68.85999298 -135.15124512 8.31683445 0.00712261 0.01980382 5.56838655 0.00000000 0.62255460 0.28675205 55
ang20190725t230307 69.02417755 -134.12969971 44.96451569 0.00638130 0.01900961 4.32864046 0.00000000 0.77714729 0.29159608 27
ang20190725t230307 68.73684692 -135.87205505 7.03454447 0.00720000 0.01863845 4.55960846 0.00000000 0.53027308 0.30996862 34
ang20190725t230307 68.75181580 -135.75218201 5.44741488 0.00658894 0.01854002 1.34790659 0.00000000 0.54706609 0.30951610 28
ang20190725t230307 69.10620880 -133.63896179 5.23660374 0.00683519 0.01941057 2.60371637 0.00000000 0.49562362 0.51546621 59
ang20190725t230307 68.77268219 -135.63180542 5.00000000 0.00648904 0.01883639 0.00000000 0.00000000 -0.00083330 0.02466396 7
ang20190725t230307 69.08123016 -133.76245117 6.72914124 0.00682544 0.01919832 5.01537371 0.00000000 0.54876506 0.53616071 23
ang20190725t230307 68.79878235 -135.51158142 7.30173445 0.00716524 0.01907323 10.59186554 0.00000000 0.06054947 0.16841078 71
ang20190725t230307 69.06338501 -133.88473511 25.78434181 0.00638370 0.01907574 20.34323120 0.00000000 0.59501731 0.45170447 22
ang20190725t230307 68.81389618 -135.39137268 7.25168371 0.00645223 0.01924150 6.73056698 0.00000000 0.51828712 0.32668254 64
ang20190725t230307 69.04891205 -134.00721741 39.49709702 0.00719223 0.01895110 7.43491840 0.00000000 0.42017925 0.40744755 25
ang20190725t230307 68.99839783 -134.31364441 40.02178192 0.00656859 0.01885355 20.60227394 0.00000000 0.65407836 0.47636834 25
ang20190725t230307 69.01242828 -134.19313049 19.70140076 0.00716942 0.01881515 3.90865755 0.00000000 0.83458114 0.23961025 30
ang20190725t230307 68.95355988 -134.55361938 23.78163338 0.00704218 0.01885768 17.28476143 0.00000000 0.53359234 0.51328599 26
ang20190725t230307 68.97895050 -134.43412781 20.58208084 0.00662766 0.01884583 10.40585232 0.00000000 0.79618549 0.26697814 21
ang20190725t230307 68.93727875 -134.67286682 13.18770027 0.00619978 0.01886254 17.80919647 0.00000000 0.48506522 0.50812453 37
ang20190712t221928 70.42987061 -156.81965637 28.57733727 0.00795162 0.02206295 7.42382526 0.00000000 0.36091909 0.51435757 27
ang20190712t221928 70.46540833 -156.74691772 22.12089539 0.00708495 0.02193375 6.06240797 0.00000000 0.21893062 0.60329634 27
ang20190712t221928 70.34634399 -156.96820068 22.02584076 0.00698470 0.02280198 7.47782230 0.00000000 0.53219277 0.37889171 29
ang20190712t221928 70.38205719 -156.88485718 22.56048584 0.00794354 0.02224323 6.99790859 0.00000000 0.06743744 0.60844332 52
ang20190712t221928 70.30847168 -157.02568054 22.24042892 0.00750970 0.02302042 6.81540203 0.00000000 0.39006251 0.48248041 28
ang20190712t221928 70.64333344 -156.41133118 13.38060760 0.00765353 0.02274605 3.91192937 0.00000000 0.52093232 0.32347417 30
ang20190712t221928 70.60991669 -156.49339294 11.58139992 0.00786328 0.02237095 3.37853360 0.00000000 0.45398080 0.47759339 27
ang20190712t221928 70.56452179 -156.56378174 12.29025841 0.00726570 0.02198694 5.78535318 0.00000000 0.49575907 0.41245851 26
ang20190712t221928 70.52457428 -156.63281250 10.49483490 0.00721026 0.02232216 3.15460730 0.00000000 0.24653116 0.51709509 27
ang20190712t221928 70.49015045 -156.71549988 20.92703819 0.00799229 0.02303440 5.43876123 0.00000000 -0.04236152 0.58687520 26
ang20190712t221928 70.58405304 -156.52084351 10.54465199 0.00737646 0.02319255 2.33085322 0.00000000 0.18702850 0.53189617 26
ang20190712t221928 70.55041504 -156.60687256 10.97200966 0.00812448 0.02296576 2.51319909 0.00000000 0.65723914 0.26802769 27
ang20190712t221928 70.66909027 -156.37879944 13.29648876 0.00754593 0.02220780 3.42449427 0.00000000 0.52077019 0.32232007 26
ang20190712t221928 70.62563324 -156.45826721 13.58899021 0.00689398 0.02264370 4.09470892 0.00000000 0.56045926 0.31692490 26
ang20190712t221928 70.50350952 -156.66862488 22.65198708 0.00749703 0.02243648 5.43624496 0.00000000 0.60013330 0.42828962 24
ang20190712t221928 70.32183838 -156.99771118 23.44058037 0.00796510 0.02176807 6.29049587 0.00000000 0.31834921 0.54756510 27
ang20190712t221928 70.36942291 -156.92205811 22.53897667 0.00782402 0.02207409 5.55155325 0.00000000 0.30104712 0.55938566 28
ang20190712t221928 70.40595245 -156.86000061 22.97598267 0.00697395 0.02270294 6.98889494 0.00000000 0.01681828 0.59500581 28
ang20190712t221928 70.44273376 -156.77432251 26.99865532 0.00781256 0.02293417 6.52310133 0.00000000 0.39445668 0.49739468 26
ang20190712t221928 70.28704071 -157.06993103 23.92062950 0.00713603 0.02186964 6.95775080 0.00000000 0.60419482 0.34738779 29
ang20190705t203320 63.90166855 -149.10751343 487.24890137 0.00662479 0.01652448 36.95573044 0.00000000 0.84726989 0.06259436 18
ang20190705t203320 63.88567352 -149.19372559 601.36993408 0.00730920 0.01432888 28.64120674 0.00000000 0.90161014 0.03865155 18
ang20190705t203320 63.87523270 -149.27671814 641.27026367 0.00660794 0.01685880 14.72485733 0.00000000 0.89181668 0.04255415 24
ang20190705t203320 63.89296341 -149.13832092 556.25512695 0.00701080 0.01614689 50.83750916 0.00000000 0.86136204 0.06873063 20
ang20190705t203320 63.87935638 -149.24412537 663.94482422 0.00713689 0.01507127 17.79353714 0.00000000 0.79666960 0.31933787 21
ang20190718t235153 60.87813187 -116.97071075 256.40979004 0.00745110 0.01479329 5.43659401 0.00000000 0.84317237 0.03135976 11
ang20190718t235153 60.90501785 -117.05098724 243.68515015 0.00723175 0.01436785 4.15787363 0.00000000 0.85016125 0.03923221 22
ang20190718t235153 60.82719421 -116.80143738 250.38847351 0.00744101 0.01438418 6.57728529 0.00000000 0.83581710 0.06017669 24
ang20190718t235153 60.85546875 -116.88111115 251.90808105 0.00730553 0.01469383 5.33389330 0.00000000 0.85296816 0.03913198 12
ang20190718t235153 60.80576706 -116.72177124 253.13934326 0.00762822 0.01470349 5.65747786 0.00000000 0.84785128 0.05368579 29
ang20190718t235153 60.68792343 -116.35122681 214.70524597 0.00724329 0.01480855 7.96183634 0.00000000 0.81680262 0.05821256 22
ang20190718t235153 60.74204254 -116.50827789 248.97634888 0.00766996 0.01481179 12.34258652 0.00000000 0.83443576 0.13285412 29
ang20190718t235153 60.71359253 -116.43021393 223.57525635 0.00721888 0.01426813 11.05706978 0.00000000 0.80208904 0.10960525 25
ang20190718t235153 60.79176712 -116.67780304 255.71647644 0.00732787 0.01450839 5.39673233 0.00000000 0.83981866 0.02569237 18
ang20190718t235153 60.76299286 -116.59788513 251.85722351 0.00752316 0.01479875 5.78770018 0.00000000 0.85611892 0.04753971 28
ang20190718t235153 60.84172440 -116.84627533 248.15765381 0.00720574 0.01474289 5.28078079 0.00000000 0.82901204 0.14390631 14
ang20190718t235153 60.86936188 -116.92628479 260.04354858 0.00759816 0.01445194 6.69057608 0.00000000 0.83988088 0.03744519 12
ang20190718t235153 60.89050674 -117.00605011 248.63220215 0.00747738 0.01473027 4.05744886 0.00000000 0.84101963 0.04560843 13
ang20190718t235153 60.91918182 -117.09494781 240.86749268 0.00744247 0.01478055 7.27402163 0.00000000 0.81609416 0.04828935 25
ang20190718t235153 60.81482315 -116.75681305 251.79612732 0.00735951 0.01481606 5.71755886 0.00000000 0.85871971 0.03470194 21
ang20190718t235153 60.77790070 -116.63269806 252.41561890 0.00726701 0.01473383 4.82623816 0.00000000 0.84979081 0.03071908 14
ang20190718t235153 60.75144196 -116.55398560 256.01675415 0.00724260 0.01441499 6.74386120 0.00000000 0.84730810 0.07562407 14
ang20190718t235153 60.72735596 -116.47412872 234.53257751 0.00724670 0.01480706 12.43886757 0.00000000 0.82285887 0.10012536 25
ang20190718t235153 60.69884491 -116.38475037 217.54554749 0.00752414 0.01490206 8.78023720 0.00000000 0.80946487 0.05613916 23
ang20190706t214402 70.51860809 -156.99415588 20.10892868 0.00729606 0.01521188 3.51875758 0.00000000 0.76356810 0.14057150 45
ang20190706t214402 70.65118408 -156.76257324 12.69196129 0.00654989 0.01659797 2.50885916 0.00000000 0.80347341 0.06730731 23
ang20190706t214402 70.69198608 -156.70431519 12.56984615 0.00730016 0.01510334 2.46796727 0.00000000 0.64915460 0.21707660 25
ang20190706t214402 70.56372070 -156.90762329 11.29979897 0.00671713 0.01637082 2.42769933 0.00000000 0.78700286 0.11787037 27
ang20190706t214402 70.61277008 -156.85418701 10.95481682 0.00763052 0.01725657 2.01742578 0.00000000 0.72895676 0.22813107 23
ang20190706t214402 70.32233429 -157.30528259 18.96895218 0.00765349 0.01394324 4.70688391 0.00000000 0.33309460 0.42822418 51
ang20190706t214402 70.37242126 -157.24404907 17.46438026 0.00699339 0.01510415 3.44853973 0.00000000 0.67804652 0.23147620 28
ang20190706t214402 70.41546631 -157.15798950 20.07557869 0.00682146 0.01631461 4.42225933 0.00000000 0.63381916 0.27058616 27
ang20190706t214402 70.45301056 -157.10527039 17.95566368 0.00751613 0.01698635 4.53899956 0.00000000 0.64636612 0.25002334 30
ang20190706t214402 70.50008392 -157.01461792 22.03835869 0.00652438 0.01684602 5.47294188 0.00000000 0.64463753 0.30202791 24
ang20190706t214402 70.43643188 -157.12779236 19.53754425 0.00669391 0.01431916 4.25341082 0.00000000 0.60834050 0.32763353 26
ang20190706t214402 70.48191833 -157.05815125 19.61175537 0.00734767 0.01410926 4.64646482 0.00000000 0.60287070 0.34757128 27
ang20190706t214402 70.34893036 -157.26362610 16.84045792 0.00655065 0.01657716 3.10930896 0.00000000 0.55048120 0.33847448 23
ang20190706t214402 70.38746643 -157.20915222 17.44849205 0.00771010 0.01553700 3.79036736 0.00000000 0.71853334 0.19350688 32
ang20190706t214402 70.54771423 -156.95927429 11.68198872 0.00759798 0.01554830 3.50435591 0.00000000 0.80304664 0.08346010 57
ang20190706t214402 70.58485413 -156.87716675 11.45742893 0.00681128 0.01435344 2.31800270 0.00000000 0.66394776 0.22600958 27
ang20190706t214402 70.62767792 -156.80485535 11.73839092 0.00703403 0.01419343 2.41719341 0.00000000 0.83672327 0.06306244 20
ang20190706t214402 70.67777252 -156.74179077 12.03425503 0.00764038 0.01579726 2.03875422 0.00000000 0.70119351 0.13137870 15
ang20190706t214402 70.71655273 -156.65267944 12.18603992 0.00647976 0.01686595 2.34840512 0.00000000 0.55456883 0.20767900 32
ang20190718t175710 65.21575165 -122.14741516 147.00000000 0.00708649 0.01737922 0.00000000 0.00000000 -0.62991107 0.04505904 4
ang20190718t175710 65.24951935 -122.23768616 147.00000000 0.00713153 0.01752327 0.00000000 0.00000000 -0.63053137 0.02851567 4
ang20190718t175710 65.30179596 -122.36170197 147.00000000 0.00780552 0.01753573 0.00000000 0.00000000 -0.62140554 0.03269129 4
ang20190718t175710 65.14842987 -121.99079895 143.95600891 0.00727390 0.01716836 1.68962526 0.00000000 -0.61942267 0.03344251 4
ang20190718t175710 65.18499756 -122.07006073 147.00000000 0.00727637 0.01691412 0.00000000 0.00000000 -0.64798391 0.06653527 4
ang20190718t175710 65.11952972 -121.90184021 143.00000000 0.00758088 0.01735128 0.00000000 0.00000000 -0.62154174 0.04105721 4
ang20190718t175710 65.43278503 -122.69088745 147.00000000 0.00765710 0.01707116 0.00000000 0.00000000 -0.57999367 0.03707810 4
ang20190718t175710 65.39555359 -122.61080933 147.00000000 0.00731140 0.01739269 0.00000000 0.00000000 -0.59626794 0.02748556 4
ang20190718t175710 65.36744690 -122.51934814 147.00000000 0.00781977 0.01734475 0.00000000 0.00000000 -0.60423928 0.03361689 4
ang20190718t175710 65.32910156 -122.44104004 147.00000000 0.00745985 0.01706299 0.00000000 0.00000000 -0.60878456 0.02942491 4
ang20190718t175710 64.88054657 -121.34212494 149.00000000 0.00762970 0.01682880 0.00000000 0.00000000 -0.57385731 0.03598709 5
ang20190718t175710 64.91853333 -121.41842651 149.00000000 0.00737804 0.01675279 0.00000000 0.00000000 -0.54624796 0.02506041 5
ang20190718t175710 64.94690704 -121.50036621 155.24388123 0.00789340 0.01660976 6.30798531 0.00000000 0.36901137 0.56598967 32
ang20190718t175710 65.08176422 -121.82548523 143.00000000 0.00735215 0.01677221 0.00000000 0.00000000 -0.61468416 0.04493906 4
ang20190718t175710 65.05352783 -121.74517822 144.93801880 0.00781982 0.01694262 4.70253611 0.00000000 -0.32780382 0.48443353 24
