flightline,latitude_mean,longitude_mean,elevation_mean,latitude_stdev,longitude_stdev,elevation_stdev,cloud_fraction,ndvi_mean,ndvi_stdev,dimensionality
ang20190707t234959,67.27674103,-162.7624054,10.57891941,0.00729566,0.02077821,3.00912809,0,0.69213271,0.46424457,33
ang20190707t234959,67.11535645,-162.5025635,51.32957077,0.00795399,0.01954693,31.92994118,0,0.93171084,0.03554362,17
ang20190707t234959,66.99108887,-162.3059692,1.86355877,0.00791415,0.01938498,3.63990641,0,-0.2669141,0.52964234,57
ang20190707t234959,67.06760406,-162.4389496,12.315341,0.00781997,0.0194915,4.5472517,0,0.6083492,0.58835876,31
ang20190707t234959,67.02869415,-162.3737793,8.94378471,0.0071996,0.01953268,2.24651957,0,0.72504532,0.4078812,34
ang20190707t234959,67.05317688,-162.397644,8.53342819,0.00794027,0.02125499,2.50001097,0,0.53240108,0.60622138,36
ang20190707t234959,67.00554657,-162.3491974,9.09047318,0.00784243,0.02133405,3.08784223,0,0.44862494,0.56536454,50
ang20190707t234959,67.31625366,-162.8438263,9.96976376,0.00756043,0.02126069,2.72708154,0,0.64094961,0.49564472,34
ang20190707t234959,67.48724365,-163.1121216,15.30248547,0.00804748,0.02084832,4.79094267,0,0.83648497,0.73702365,30
ang20190707t234959,67.44033813,-163.028717,11.05780411,0.00747227,0.0215587,3.53998446,0,0.79665369,0.34061286,18
ang20190707t234959,67.39977264,-162.9781799,9.91573143,0.00734678,0.0214861,2.89586902,0,0.85024923,0.18788533,25
ang20190707t234959,67.3635025,-162.8943024,9.8378067,0.00802009,0.02129648,2.86479425,0,0.63713449,0.50754768,48
ang20190707t234959,67.21459198,-162.6626129,98.73578644,0.00731179,0.02063212,36.76049805,0,0.92062366,0.07576988,18
ang20190707t234959,67.25418091,-162.7412872,10.39620113,0.00771603,0.02032385,4.47138739,0,0.65036941,0.57615387,32
ang20190707t234959,67.12995911,-162.5296326,28.11252785,0.00775764,0.02103623,28.79706573,0,0.63739532,0.54730922,56
ang20190707t234959,67.17758942,-162.6105957,18.26136017,0.00798911,0.02097595,11.62992382,0,0.69620574,0.55285156,29
ang20190707t234959,67.09076691,-162.4804535,19.99053383,0.0072367,0.02118942,6.77147722,0,0.89691085,0.13119541,27
ang20190716t164941,58.87585449,-111.2795029,220.7172241,0.00694944,0.01545213,8.57853222,0,0.76927,0.11534577,50
ang20190716t164941,58.92631149,-111.283226,217.4378204,0.00720841,0.01552393,8.06952953,0,0.82618475,0.15393749,31
ang20190716t164941,58.59039307,-111.2581406,210.1743774,0.00697339,0.01527178,3.63905644,0,0.83701515,0.08917342,37
ang20190716t164941,58.97163773,-111.2878494,223.9299774,0.00691318,0.01522092,6.73893976,0,0.78128898,0.0982844,25
ang20190716t164941,59.01885605,-111.2925491,220.139679,0.00704131,0.01543729,6.86320448,0,0.81178313,0.14837353,26
ang20190716t164941,58.63553619,-111.2611466,218.0865326,0.0072056,0.0153802,11.47390747,0,0.84819043,0.08711328,32
ang20190716t164941,58.68635178,-111.2646103,213.7297211,0.00698699,0.01548926,3.74906039,0,0.7725268,0.07078433,25
ang20190716t164941,58.73474503,-111.2682037,214.1154022,0.00709254,0.01551412,8.08893871,0,0.78717053,0.07831459,28
ang20190716t164941,58.82712555,-111.2756882,214.0891724,0.00709313,0.01547083,6.1569376,0,0.724145,0.22714408,36
ang20190716t164941,58.78113937,-111.2720261,215.2308807,0.0068899,0.0155504,11.17696762,0,0.7424286,0.20986071,32
ang20190716t164941,58.44464493,-111.2496491,219.1416473,0.00717342,0.01513875,5.69850874,0,0.72655559,0.25383097,32
ang20190716t164941,58.39835739,-111.2478485,223.6977997,0.00692646,0.01528399,6.01215887,0,0.79033738,0.20800759,16
ang20190716t164941,58.54286957,-111.2540512,212.3546295,0.00695129,0.01531222,5.89388943,0,0.87362498,0.082207,26
ang20190716t164941,58.49602509,-111.2515106,214.43367,0.00717122,0.01524505,3.82310534,0,0.82461047,0.11500736,27
ang20190716t164941,58.35112,-111.2446594,228.0699463,0.00690602,0.01534093,6.72429371,0,0.78969866,0.11444615,30
ang20190716t164941,58.5643425,-111.2559891,210.2951813,0.00713197,0.01539511,2.83502126,0,0.81353331,0.11413908,32
ang20190716t164941,58.51686096,-111.2526779,218.6732178,0.00703851,0.01524604,7.04465723,0,0.86728889,0.12541853,33
ang20190716t164941,58.47002029,-111.2503967,218.892868,0.00691546,0.01523285,5.79969645,0,0.89197385,0.06467988,33
ang20190716t164941,58.42432404,-111.2486877,224.2611237,0.00709691,0.0151371,5.76997042,0,0.73311967,0.29275993,32
ang20190716t164941,58.37488937,-111.2462235,224.968277,0.00692279,0.01539653,5.027843,0,0.81382883,0.11056521,28
ang20190716t164941,58.32544327,-111.2428131,235.7623749,0.00713355,0.01523843,9.01446152,0,0.77824485,0.12869854,31
ang20190716t164941,58.99782562,-111.2898102,221.4473572,0.0071458,0.01533105,7.50713682,0,0.76787823,0.19693673,15
ang20190716t164941,58.61603165,-111.259697,212.1768951,0.00717553,0.01535504,8.13055992,0,0.85768878,0.07239925,27
ang20190716t164941,59.04517365,-111.2941895,224.7719269,0.00711872,0.01543091,6.80062914,0,0.79349238,0.12908837,15
ang20190716t164941,58.90052414,-111.2819901,222.4894714,0.00694838,0.01542144,9.28024197,0,0.74972934,0.19017822,17
ang20190716t164941,58.94599915,-111.285202,214.0153046,0.00722123,0.01539219,7.64755583,0,0.7442801,0.24922502,30
ang20190716t164941,58.85312653,-111.2777786,212.8671722,0.00690116,0.01554641,6.1083293,0,0.72430128,0.27463061,36
ang20190716t164941,58.75520706,-111.2702408,211.8911743,0.00715922,0.01542339,4.46290016,0,0.71515483,0.11804053,34
ang20190716t164941,58.80675507,-111.2737732,213.8496246,0.00711843,0.01559859,6.22689104,0,0.74066633,0.25294769,35
ang20190716t164941,58.66095734,-111.2631226,216.4064941,0.00696161,0.01543269,4.7950325,0,0.80670941,0.18122983,26
ang20190716t164941,58.70840073,-111.2664337,213.3500061,0.00701111,0.01542286,4.12278032,0,0.76189172,0.07044868,26
ang20190712t234240,70.38742065,-157.2935486,19.01775742,0.00789149,0.024137,4.60693932,0,0.48506346,0.47463951,28
ang20190712t234240,70.48653412,-157.3653717,19.11444473,0.00796166,0.02416971,5.79384089,0,0.62851667,0.36017534,28
ang20190712t234240,70.4372406,-157.3339233,17.00361633,0.00683509,0.02437243,4.40126944,0,0.52269125,0.41105324,28
ang20190712t234240,70.50287628,-157.378067,18.11610222,0.00722984,0.0241079,5.64672232,0,0.53426421,0.42383426,28
ang20190712t234240,70.45701599,-157.3517761,17.8309288,0.00733993,0.02453512,4.93792772,0,0.54902285,0.41327414,27
ang20190712t234240,70.41663361,-157.3145599,17.32066536,0.00718588,0.02399568,4.55928755,0,0.46750996,0.42941099,28
ang20190712t234240,70.37143707,-157.2756195,18.20726967,0.00736732,0.02442651,4.36169147,0,0.51688552,0.42838106,30
ang20190712t213935,71.22176361,-156.6253967,12.24787998,0.00719169,0.02361189,1.99720883,0,0.0715813,0.51618195,30
ang20190712t213935,71.18464661,-156.7119446,13.25752354,0.00745781,0.02429744,2.85600114,0,0.4185265,0.39230177,29
ang20190712t213935,71.2438736,-156.5900574,12.57909584,0.00797427,0.0241208,2.23609614,0,0.44478703,0.38239694,31
ang20190712t213935,71.19759369,-156.661087,12.36877155,0.0082162,0.02402113,2.31782937,0,0.18750125,0.48924732,29
ang20190712t213935,71.16501617,-156.7484436,12.00607491,0.00747,0.02334132,2.4271729,0,0.61978233,0.16620842,25
ang20190702t200420,69.21961212,-136.561615,8.38055038,0.00743416,0.01942808,2.63099051,0,-0.08342834,0.10566922,23
ang20190702t200420,69.2578125,-136.3287811,8.39237309,0.00814029,0.01981936,1.79699445,0,0.13841274,0.04343066,7
ang20190702t200420,69.24351501,-136.44487,5.98899126,0.00805459,0.0196188,2.52912951,0,0.08124505,0.10852836,11
ang20190702t200420,69.30571747,-136.092453,1.78385592,0.00822231,0.02010345,2.7931366,0,0.07101212,0.03180462,21
ang20190702t200420,69.28189087,-136.2105866,6.83027506,0.0073837,0.0199724,1.49239063,0,0.16727275,0.04096553,21
ang20190702t200420,69.20591736,-136.6219025,5.30192423,0.00804786,0.01944707,4.28030539,0,-0.08815754,0.1191271,13
ang20190702t200420,69.23323822,-136.5021057,7.54928064,0.00808416,0.01945303,2.34189725,0,-0.05792847,0.1086178,17
ang20190702t200420,69.31253052,-136.0227051,4.57648611,0.00744376,0.0203642,2.89809632,0,0.00989209,0.06371082,23
ang20190702t200420,69.29499817,-136.1418152,7.60779285,0.00803246,0.02009657,1.93635821,0,0.12799382,0.02892596,9
ang20190702t200420,69.26847839,-136.261673,7.65038443,0.00807944,0.01999482,1.58740616,0,0.18033242,0.04978272,21
ang20190702t200420,69.25035858,-136.3818512,6.94646502,0.00750408,0.01967905,2.76869202,0,0.15241055,0.0348622,8
ang20190706t235120,71.23200226,-156.4884033,13.92676449,0.00806893,0.02385537,2.43690085,0,0.60342926,0.33629414,26
ang20190706t235120,71.26170349,-156.5831604,12.42809963,0.00833185,0.02425048,2.3918376,0,0.70031673,0.14254583,30
ang20190706t235120,71.30578613,-156.6693115,12.34848785,0.00818336,0.0238983,3.32848454,0.0001,0.52652973,0.37816083,28
ang20190706t235120,71.28471375,-156.6260986,14.21907806,0.00741025,0.02355179,3.03503346,0,0.66946989,0.1378174,26
ang20190706t235120,71.31735229,-156.7271576,8.672575,0.00803299,0.02425171,3.27463531,0.0003,-0.45754227,0.4708226,39
ang20190706t235120,71.20766449,-156.4363709,14.45918941,0.00785691,0.0235049,2.59285235,0,0.6571511,0.2582809,24
ang20190706t235120,71.24849701,-156.5253449,12.73756409,0.00754609,0.02432157,2.39315939,0,0.65878928,0.37396297,24
ang20190728t171711,68.62427521,-133.5836334,46.0330925,0.00679257,0.02051939,12.57818317,0,0.41595352,0.59656835,29
ang20190728t171711,68.5739975,-133.6083984,67.6791153,0.00772419,0.02032896,16.78950882,0,0.86368096,0.20939574,31
ang20190728t171711,68.673172,-133.5522156,72.8243103,0.00774716,0.0202479,20.98487473,0,0.82593983,0.29304647,27
ang20190728t171711,68.85610199,-133.4552307,6.92057562,0.00738904,0.02064536,2.86162996,0,0.19048846,0.65156919,27
ang20190728t171711,68.80970764,-133.4824677,8.31694603,0.00723148,0.02077542,7.97324419,0,0.02125586,0.62292981,23
ang20190728t171711,68.75776672,-133.5033112,67.1942215,0.00762298,0.02037778,9.93527508,0,0.75052732,0.27534622,27
ang20190728t171711,68.71496582,-133.5235748,98.70297241,0.0068175,0.02086262,14.70067883,0,0.87802023,0.07241864,27
ang20190728t171711,68.64363098,-133.5688477,59.02814865,0.00734572,0.02009515,14.84024048,0,0.69734168,0.43740711,18
ang20190728t171711,68.74171448,-133.5135498,75.06464386,0.00756975,0.02042628,21.63038063,0,0.87210792,0.11045885,27
ang20190728t171711,68.69001007,-133.5378113,96.84996796,0.0071999,0.02060762,14.04097176,0,0.8887459,0.11128139,18
ang20190728t171711,68.82644653,-133.4700928,6.66852808,0.00772848,0.02085489,2.16420245,0,-0.29751486,0.4301478,19
ang20190728t171711,68.78440857,-133.4919434,32.93237305,0.00675905,0.02029004,18.83763885,0,0.5541268,0.52440464,22
ang20190728t171711,68.60229492,-133.59758,55.35484314,0.00693604,0.020759,16.93373299,0,0.73790812,0.40789658,29
ang20190701t222447,60.97803879,-137.9905853,1303.830444,0.00694596,0.01545192,100.815445,0.0687,0.64330524,0.19582583,40
ang20190701t222447,60.84258652,-137.6344757,833.5418701,0.00690842,0.01533407,56.03820419,0,0.72612047,0.10035519,22
ang20190701t222447,60.90248108,-137.7880096,946.7780762,0.00692166,0.01494326,10.90876675,0,0.68078142,0.05274309,21
ang20190701t222447,61.00476074,-138.0618439,1364.783447,0.00731103,0.01420993,121.444809,0.0409,0.69860119,0.14547378,34
ang20190701t222447,60.87368774,-137.7238617,930.6287842,0.00697576,0.01572801,19.88731766,0,0.76000333,0.04927631,21
ang20190701t222447,61.03725815,-138.1331024,1400.229004,0.00692565,0.01512398,95.7020874,0.22220001,0.44375157,0.29363158,59
ang20190701t222447,61.06492996,-138.2231445,1182.230713,0.00705487,0.01593758,60.94544983,0,0.74061745,0.04500876,23
ang20190701t222447,60.96188736,-137.9487763,970.4271851,0.00690923,0.01444131,117.8962479,0.1654,0.44344127,0.31897384,70
ang20190701t222447,61.09636688,-138.2878723,1182.507568,0.00691999,0.01509653,130.1661835,0,0.74547434,0.09628922,16
ang20190701t222447,60.93441772,-137.8723145,865.2578125,0.00718381,0.01449251,12.20468235,0.0246,0.38603866,0.33294865,31
ang20190701t222447,60.7223053,-137.3433685,799.0744019,0.0068651,0.01539465,12.3521862,0.0028,0.60113108,0.10530004,25
ang20190701t222447,60.75141907,-137.4066773,630.1397705,0.00695201,0.0153562,13.97205734,0,0.58147341,0.12549853,21
ang20190701t222447,60.78266144,-137.4934845,652.0551758,0.00693637,0.01490621,27.6774025,0,0.63355887,0.05604404,28
ang20190701t222447,60.81257629,-137.5652924,699.7085571,0.00688323,0.01417366,33.76090622,0,0.61470932,0.06739527,22
ang20190701t222447,60.69014359,-137.2565002,693.4098511,0.00709966,0.01493203,50.16103363,0,0.6740042,0.09962986,20
ang20190701t222447,60.66201401,-137.1861115,782.2799072,0.00689112,0.01397004,20.03570557,0,0.62141377,0.08989514,42
ang20190701t222447,60.62919235,-137.1165009,1219.475952,0.00727045,0.01501297,164.9008942,0,0.76025385,0.11432414,28
ang20190701t222447,60.60150528,-137.0292206,1306.641357,0.00692811,0.01541555,142.0368805,0.52880001,0.17306048,0.2776382,62
ang20190701t222447,60.56805801,-136.9667053,1346.632324,0.00730671,0.01516735,118.6878815,0.33860001,-0.06992281,0.12295295,69
ang20190701t222447,60.76577377,-137.4538727,627.5327759,0.00709236,0.01446608,10.57227993,0,0.62890208,0.09691864,23
ang20190701t222447,60.79987335,-137.5189972,653.6419678,0.00725344,0.01589144,19.28188705,0.0001,0.59820426,0.08575355,34
ang20190701t222447,60.70574188,-137.295044,757.1987305,0.00700389,0.01459124,39.45787048,0,0.66109639,0.09766692,15
ang20190701t222447,60.73965073,-137.3751679,717.7943726,0.00732734,0.01395781,44.5912056,0,0.62936658,0.05875481,20
ang20190701t222447,60.67957687,-137.2312622,740.1435547,0.00737976,0.01590535,55.38723373,0,0.64726925,0.12922393,14
ang20190701t222447,60.58543777,-136.9993439,1396.224609,0.00685251,0.01400771,106.3348846,0.2462,0.32622185,0.24456887,76
ang20190701t222447,60.55786133,-136.9194794,965.5548096,0.00725694,0.01461628,169.3426971,0.33230001,0.23798342,0.29856026,72
ang20190701t222447,60.64571762,-137.1412811,890.0993042,0.00683163,0.0158711,83.49835968,0,0.70406985,0.10895579,21
ang20190701t222447,60.61889267,-137.0764313,1470.635498,0.00730505,0.01444252,98.72401428,0.30270001,0.42236403,0.32078174,64
ang20190701t222447,60.99477386,-138.0160065,1341.621582,0.00733671,0.01594489,105.3312225,0.0536,0.64667726,0.18289065,32
ang20190701t222447,60.82554245,-137.6093903,748.4590454,0.00717437,0.01578515,22.05610275,0.0129,0.58910859,0.14848326,25
ang20190701t222447,61.08014297,-138.2522125,1147.245117,0.00702107,0.01433889,80.17325592,0,0.72279882,0.07937966,12
ang20190701t222447,60.944664,-137.9010468,869.5770264,0.00742827,0.0159306,9.55357075,0.0034,0.4818787,0.25749457,39
ang20190701t222447,61.1137619,-138.3379059,1119.660156,0.00729001,0.01541291,99.07562256,0,0.67240858,0.13194792,17
ang20190701t222447,60.91885757,-137.836319,905.935791,0.00698898,0.01510767,19.61751938,0.0189,0.64149332,0.11576511,25
ang20190701t222447,60.88503265,-137.7526245,934.3668823,0.00739262,0.01429929,12.01997089,0,0.6918034,0.09995225,21
ang20190701t222447,61.02118683,-138.1076813,1395.782837,0.00696413,0.01610048,66.59506989,0.264,0.42585132,0.31829,46
ang20190701t222447,60.859375,-137.6763306,913.3082275,0.00710986,0.01434142,67.30844879,0,0.78221905,0.04341567,20
ang20190701t222447,61.05446243,-138.1744537,1362.365479,0.00732704,0.01469491,66.9427948,0.43799999,0.34572974,0.31351477,57
ang20190712t211107,71.32954407,-156.5407257,3.27946091,0.00768459,0.02188054,4.1711812,0,-0.43524179,0.36064139,21
ang20190712t211107,71.29891968,-156.4609528,2.8600769,0.00792552,0.02233248,4.1473217,0,-0.40854067,0.38094693,26
ang20190712t211107,71.2541275,-156.3682556,10.19702148,0.00752784,0.02131815,5.39793396,0,0.31342381,0.5421747,26
ang20190712t211107,71.27442169,-156.40271,5.53899097,0.00713326,0.02229979,5.45718956,0,-0.19439951,0.55570942,25
ang20190712t211107,71.35474396,-156.5988464,5.00026703,0.00743052,0.02255865,4.47625971,0,-0.54890668,0.36120963,22
ang20190712t211107,71.31320953,-156.5003052,1.63232589,0.00692782,0.02122422,2.49119186,0,-0.55682325,0.07727753,8
ang20190716t182617,58.58708572,-111.4557037,206.9907227,0.00688046,0.01525841,2.67801738,0,0.31882229,0.29142988,41
ang20190716t182617,58.77894211,-111.4730911,218.1864777,0.00696207,0.01550498,11.80244446,0,0.82704335,0.13650371,32
ang20190716t182617,58.73203659,-111.4695129,211.6668701,0.0070344,0.01543911,4.50243092,0,0.82380569,0.08497212,27
ang20190716t182617,58.68453598,-111.4649277,211.3827057,0.00714471,0.01530364,4.09083939,0,0.74060279,0.28991976,34
ang20190716t182617,58.6328392,-111.4597015,206.2522278,0.0072265,0.01539165,1.08995712,0,0.09631707,0.20573068,23
ang20190716t182617,58.49348068,-111.4474258,222.6172028,0.0071678,0.01521417,6.46236372,0,0.85161418,0.09586387,29
ang20190716t182617,58.53968048,-111.4510498,213.1959229,0.00687465,0.01504974,3.22863102,0,0.55738562,0.31348965,36
ang20190716t182617,58.39535522,-111.4395142,220.4423065,0.00694729,0.01514509,5.49312496,0.3497,0.36789882,0.30324081,67
ang20190716t182617,58.44210815,-111.443161,224.0848999,0.00715619,0.01529888,6.01217031,0,0.75361985,0.23666598,27
ang20190716t182617,58.3476944,-111.4367371,233.3590241,0.00693188,0.01502953,5.65274048,0.0178,0.74795008,0.1209499,32
ang20190716t182617,58.84973907,-111.4788284,221.0102234,0.00687657,0.0155191,11.0897522,0,0.8079806,0.08807576,38
ang20190716t182617,58.94366837,-111.4864502,219.3226776,0.00718221,0.01567067,6.10115004,0,0.80757588,0.13520119,37
ang20190716t182617,58.89723587,-111.4828262,216.2193756,0.00688398,0.0155476,7.4071312,0,0.83705652,0.05665546,19
ang20190716t182617,59.04192352,-111.4943466,218.5434265,0.00695701,0.01557197,6.56543159,0,0.8657552,0.08161172,19
ang20190716t182617,58.99515152,-111.4903641,220.8495026,0.0071419,0.01552338,5.5158205,0,0.86240852,0.07733397,27
ang20190716t182617,58.4212265,-111.4406357,217.4675293,0.00704465,0.01538667,7.19405985,0.2145,0.42994669,0.35198626,77
ang20190716t182617,58.46800613,-111.4450607,219.4177246,0.0068699,0.01509011,5.96498489,0,0.80464989,0.15712272,33
ang20190716t182617,58.51392365,-111.4495773,213.9129944,0.00707354,0.01526833,3.75964952,0,0.75240308,0.17181392,27
ang20190716t182617,58.56289291,-111.4537277,209.3720398,0.00689549,0.01530318,3.901016,0,0.30389601,0.42984316,29
ang20190716t182617,58.37360001,-111.4378738,225.1405792,0.00703052,0.0152126,4.52268219,0.21610001,0.48387355,0.30275333,63
ang20190716t182617,58.82426834,-111.4771652,211.437027,0.00711982,0.01549653,5.33438301,0,0.76599526,0.14769664,31
ang20190716t182617,59.01549911,-111.4923477,221.3264465,0.00705999,0.01553917,5.60072803,0,0.86906093,0.08223838,25
ang20190716t182617,58.96921158,-111.488472,217.9546051,0.00695634,0.01554362,7.37064123,0,0.73675692,0.21179031,31
ang20190716t182617,58.92336273,-111.4847641,217.2094269,0.00715386,0.01556357,7.21809912,0,0.82459414,0.10942749,35
ang20190716t182617,58.87438202,-111.4814606,220.0398254,0.0069695,0.01557498,8.85166836,0,0.8288461,0.06010491,22
ang20190716t182617,58.61291122,-111.4582138,206,0.00714359,0.01528416,0,0,0.1948614,0.19420397,28
ang20190716t182617,58.705513,-111.4670715,212.5559235,0.00693699,0.01553843,4.87241983,0,0.84247756,0.07100998,30
ang20190716t182617,58.65848923,-111.4620514,210.2081757,0.00693255,0.01538756,4.35746479,0,0.62552673,0.31059811,42
ang20190716t182617,58.80413055,-111.474678,214.9836273,0.00713468,0.01550307,7.26392698,0,0.80039901,0.13422413,40
ang20190716t182617,58.7526741,-111.4709244,215.6343689,0.00711653,0.01548798,6.52278471,0,0.85763401,0.04917503,18
ang20190725t224233,69.00331879,-134.1042328,55.93552399,0.00686012,0.01971311,10.93931293,0,0.85248643,0.18743874,30
ang20190725t224233,69.08087158,-133.6143036,9.65292072,0.00686818,0.01941971,9.46957302,0,0.51482713,0.55355233,26
ang20190725t224233,69.06344604,-133.7373657,6.16479826,0.00631646,0.0193614,5.76481533,0,0.57812667,0.50586182,27
ang20190725t224233,69.04905701,-133.8599243,6.06663656,0.00732328,0.01927389,5.45668697,0,0.60919887,0.45412454,31
ang20190725t224233,69.02440643,-133.9824066,44.68366241,0.00643593,0.01944068,11.24790192,0,0.48890287,0.56794465,22
ang20190725t224233,68.90787506,-134.7076263,10.5961256,0.00623577,0.01913546,7.65332317,0,0.41568393,0.4758434,26
ang20190725t224233,68.96665955,-134.3469696,45.82675552,0.00623123,0.01970722,5.34683609,0,0.86513847,0.16473603,29
ang20190725t224233,68.99067688,-134.225769,21.57067108,0.00733673,0.01988314,2.16903639,0,0.73763037,0.32074332,32
ang20190725t224233,68.93113708,-134.5883331,19.59410477,0.00723977,0.01930014,26.83093071,0,0.4641723,0.57534611,42
ang20190725t224233,68.9434967,-134.4674683,24.87631989,0.0072474,0.01954398,16.72246742,0,0.69765145,0.36510816,23
ang20190725t224233,68.88365936,-134.8264771,7.73734903,0.00731013,0.01904496,14.08666897,0,0.49551484,0.44174859,29
ang20190725t224233,68.87084961,-134.945755,9.45229053,0.00710129,0.01875563,7.67928934,0,0.59889257,0.34817606,33
ang20190725t224233,68.84778595,-135.0644684,9.22312641,0.00629773,0.01862783,6.29411745,0,0.67025733,0.29107022,31
ang20190725t224233,68.82322693,-135.1826325,10.43791199,0.00729703,0.01878062,8.49201202,0,0.39955011,0.31129417,43
ang20190725t224233,68.80957031,-135.3011322,8.6622963,0.00686299,0.01892436,5.89046812,0,0.4817338,0.33808205,26
ang20190725t224233,68.72607422,-135.772934,6.61132336,0.00644436,0.01966061,4.32128191,0,0.40156874,0.34583992,26
ang20190725t224233,68.69041443,-135.960434,7.39137793,0.00684472,0.01909911,2.886549,0,0.67400509,0.1989481,28
ang20190725t224233,68.74761963,-135.6548004,5.5222311,0.00669075,0.01953553,1.65512943,0,0.33064422,0.33468354,32
ang20190725t224233,68.76190948,-135.5372772,4.53708458,0.00728784,0.01920256,3.18666458,0,0.00981847,0.01548116,9
ang20190725t224233,68.78761292,-135.4189301,7.17800713,0.00645014,0.01896195,4.4358201,0,0.56811291,0.27460358,24
ang20190725t224233,68.69992828,-135.892273,7.75919294,0.00723088,0.01914368,3.91110229,0,0.63885772,0.24737769,24
ang20190725t224233,68.86110687,-135.0032654,15.29872704,0.00722418,0.01889785,17.05066109,0,0.63203698,0.3281596,27
ang20190725t224233,68.8351059,-135.1244507,16.2852459,0.00659211,0.01858202,10.02711582,0,0.50388098,0.28727821,29
ang20190725t224233,68.89512634,-134.7603912,12.75477695,0.00670337,0.01908881,11.98568439,0,0.45805317,0.47046489,32
ang20190725t224233,68.87607574,-134.882019,6.56356239,0.00635855,0.01887665,7.77123928,0,0.43806073,0.4089891,27
ang20190725t224233,68.81462097,-135.2449951,8.11603069,0.00665302,0.01871511,5.9109745,0,0.45279014,0.34992486,27
ang20190725t224233,68.7746582,-135.4859467,5.58661461,0.00641033,0.01925566,7.94866562,0,-0.01947028,0.08483786,9
ang20190725t224233,68.80014038,-135.36586,7.35933685,0.00730453,0.01901448,7.3751297,0,0.5411498,0.31821126,26
ang20190725t224233,68.7383728,-135.7255096,5.41168737,0.0072042,0.01952361,1.28842735,0,0.4856452,0.34856239,25
ang20190725t224233,68.75265503,-135.6071167,5.0258708,0.00676963,0.01954759,0.27117625,0,0.15471123,0.26764646,32
ang20190725t224233,68.71273804,-135.8435059,7.50487089,0.00640867,0.01917743,3.11733198,0,0.5454933,0.29125795,29
ang20190725t224233,69.0123291,-134.0324554,64.36834717,0.00725613,0.01963753,17.41482544,0,0.87487549,0.14991206,28
ang20190725t224233,69.05813599,-133.7906036,7.00328684,0.00702542,0.01939953,6.63637924,0,0.53843635,0.5208326,23
ang20190725t224233,69.03649139,-133.9119263,20.16173172,0.00631226,0.01935461,20.18790245,0,0.71190214,0.37352747,31
ang20190725t224233,69.09328461,-133.5467835,10.627491,0.00623105,0.01925438,20.88212776,0,0.55670178,0.47442293,27
ang20190725t224233,69.07046509,-133.6685638,8.5736351,0.00726481,0.01948656,9.30421448,0,0.65622264,0.45812425,19
ang20190725t224233,68.92088318,-134.639389,9.40093613,0.00706638,0.01925489,2.71300888,0,0.6129998,0.4411144,17
ang20190725t224233,68.93743896,-134.5178986,14.66612816,0.00621583,0.01959699,7.72368526,0,0.74560732,0.35487473,31
ang20190725t224233,68.95397186,-134.3966522,38.6808815,0.00698894,0.01954623,21.36290932,0,0.72421092,0.37387848,34
ang20190725t224233,68.9792099,-134.2755432,29.45805359,0.00664443,0.01957762,9.37930965,0,0.76752663,0.25285101,29
ang20190725t224233,68.9984436,-134.1534424,32.90264893,0.00653129,0.01978387,10.66184139,0,0.77117753,0.25914431,32
ang20190704t220610,66.27328491,-146.5077972,113.4639587,0.00673305,0.01702679,8.28187656,0,0.79231411,0.12568048,55
ang20190704t220610,66.31238556,-146.4557495,116.617836,0.0065742,0.01702842,6.27930689,0,0.81744999,0.09016299,34
ang20190704t220610,66.35116577,-146.38414,115.2220154,0.00666966,0.01742574,6.62494802,0,0.79081923,0.20661806,28
ang20190704t220610,66.59294128,-145.9886475,118.6895523,0.00654748,0.0177986,10.63067627,0,0.56646472,0.27509388,27
ang20190704t220610,66.38378906,-146.3317261,114.1742096,0.00743026,0.01712625,5.53997278,0,0.75825191,0.29237601,34
ang20190704t220610,66.67021179,-145.8625183,117.4391251,0.00703492,0.01804153,12.77685356,0,0.40291396,0.27312937,27
ang20190704t220610,66.62778473,-145.9129639,123.5229111,0.00696727,0.01785732,15.32512569,0,0.46378878,0.26540443,29
ang20190704t220610,66.74530792,-145.7351685,120.1155243,0.00721812,0.01823464,8.73617268,0,0.5089075,0.33146015,25
ang20190704t220610,66.2405777,-146.5780335,107.7125855,0.00740127,0.01676278,6.17712355,0.0294,0.49282035,0.25442043,46
ang20190704t220610,66.70165253,-145.7854767,117.2915115,0.00723934,0.01809675,8.598279,0,0.38107857,0.30962807,29
ang20190704t220610,66.19599915,-146.6312103,108.2779846,0.00735945,0.01689215,7.37360477,0.29820001,0.36817989,0.38318187,58
ang20190704t220610,66.16287994,-146.6993561,142.0436859,0.00668396,0.01671436,21.96238708,0,0.78161716,0.1142626,31
ang20190704t220610,66.12465668,-146.7543182,189.9376068,0.00659356,0.01664324,9.63378048,0.0001,0.60676169,0.40543678,60
ang20190704t220610,66.4280777,-146.2595367,120.1489258,0.00740391,0.01733638,5.47870207,0,0.86328751,0.07111133,17
ang20190704t220610,66.49977875,-146.1342316,121.2076721,0.00659635,0.01746171,12.16160297,0.0188,0.74902862,0.18909338,32
ang20190704t220610,66.46075439,-146.2068939,121.2009354,0.00673224,0.01715008,6.71638775,0,0.84420848,0.06365385,31
ang20190704t220610,66.57076263,-146.0088806,118.5958099,0.00738395,0.01753255,13.07871914,0,0.45386231,0.31375089,31
